regionname,indicatornameen,infopubldate,enddate,indicatorcode,datavalue ,,
俄罗斯联邦,Gross domestic product, current prices,2022-10-11 00:00:00,2020-12-31 00:00:00,500901003,1484.42,
俄罗斯联邦,Gross domestic product, deflator,2022-10-11 00:00:00,2020-12-31 00:00:00,500901004,120.451,
俄罗斯联邦,Gross domestic product per capita, constant prices,2022-10-11 00:00:00,2020-12-31 00:00:00,500901005,609948.62,
俄罗斯联邦,Gross domestic product per capita, current prices,2022-10-11 00:00:00,2020-12-31 00:00:00,500901007,10155.34,
俄罗斯联邦,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,500901008,4119.28,,
俄罗斯联邦,Gross domestic product based on purchasing-power-parity (PPP) share of world total,2022-10-11 00:00:00,2020-12-31 00:00:00,500901010,3.099,,
俄罗斯联邦,Implied PPP conversion rate,2022-10-11 00:00:00,2020-12-31 00:00:00,500901011,26.07,,
俄罗斯联邦,Total investment:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,500901012,23.394,,
俄罗斯联邦,Inflation, average consumer prices,2022-10-11 00:00:00,2020-12-31 00:00:00,500901014,123.318,
俄罗斯联邦,Inflation, average consumer prices,2022-10-11 00:00:00,2020-12-31 00:00:00,500901015,3.382,
俄罗斯联邦,Inflation, end of period consumer prices,2022-10-11 00:00:00,2020-12-31 00:00:00,500901016,121.779,
俄罗斯联邦,Volume of imports of goods and services,2022-10-11 00:00:00,2020-12-31 00:00:00,500901018,-11.804,,
俄罗斯联邦,Volume of Imports of goods,2022-10-11 00:00:00,2020-12-31 00:00:00,500901019,-3.325,,
俄罗斯联邦,Volume of exports of goods and services,2022-10-11 00:00:00,2020-12-31 00:00:00,500901020,-4.084,,
俄罗斯联邦,Unemployment rate,2022-10-11 00:00:00,2020-12-31 00:00:00,500901022,5.783,,
俄罗斯联邦,Population,2022-10-11 00:00:00,2020-12-31 00:00:00,500901023,146.171,,
俄罗斯联邦,General government revenue,2022-10-11 00:00:00,2020-12-31 00:00:00,500901024,37856.71,,
俄罗斯联邦,General government revenue:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,500901025,35.252,,
俄罗斯联邦,General government total expenditure,2022-10-11 00:00:00,2020-12-31 00:00:00,500901026,42150.92,,
俄罗斯联邦,General government net lending/borrowing,2022-10-11 00:00:00,2020-12-31 00:00:00,500901028,-4294.21,,
俄罗斯联邦,General government net lending/borrowing:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,500901029,-3.999,,
俄罗斯联邦,General government structural balance,2022-10-11 00:00:00,2020-12-31 00:00:00,500901030,-4791.67,,
俄罗斯联邦,General government structural balance:Percent of potential GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,500901031,-4.373,,
俄罗斯联邦,General government primary net lending/borrowing,2022-10-11 00:00:00,2020-12-31 00:00:00,500901032,-4032.46,,
俄罗斯联邦,General government primary net lending/borrowing:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,500901033,-3.755,,
俄罗斯联邦,General government gross debt,2022-10-11 00:00:00,2020-12-31 00:00:00,500901034,20623.13,,
俄罗斯联邦,General government gross debt:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,500901035,19.204,,
俄罗斯联邦,Gross domestic product corresponding to fiscal year, current prices,2022-10-11 00:00:00,2020-12-31 00:00:00,500901036,107390.3,
俄罗斯联邦,Current account balance,2022-10-11 00:00:00,2020-12-31 00:00:00,500901037,35.373,,
俄罗斯联邦,Current account balance:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,500901038,2.383,,
中国,General government revenue,2022-10-11 00:00:00,2020-12-31 00:00:00,501201024,26342.87,,
中国,General government revenue:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,501201025,25.685,,
中国,General government total expenditure,2022-10-11 00:00:00,2020-12-31 00:00:00,501201026,36310.05,,
中国,General government total expenditure:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,501201027,35.403,,
中国,General government net lending/borrowing,2022-10-11 00:00:00,2020-12-31 00:00:00,501201028,-9967.18,,
中国,General government net lending/borrowing:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,501201029,-9.718,,
中国,General government structural balance,2022-10-11 00:00:00,2020-12-31 00:00:00,501201030,-8660.02,,
中国,General government structural balance:Percent of potential GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,501201031,-8.14,,
中国,General government primary net lending/borrowing,2022-10-11 00:00:00,2020-12-31 00:00:00,501201032,-8985.92,,
中国,General government primary net lending/borrowing:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,501201033,-8.761,,
中国,General government gross debt,2022-10-11 00:00:00,2020-12-31 00:00:00,501201034,69806.87,,
中国,General government gross debt:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,501201035,68.063,,
中国,Gross domestic product corresponding to fiscal year, current prices,2022-10-11 00:00:00,2020-12-31 00:00:00,501201036,102562.84,
中国,Current account balance,2022-10-11 00:00:00,2020-12-31 00:00:00,501201037,248.838,,
中国,Current account balance:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,501201038,1.674,,
中国,Gross domestic product, current prices,2022-10-11 00:00:00,2020-12-31 00:00:00,501201002,102562.84,
中国,Gross domestic product per capita, current prices,2022-10-11 00:00:00,2020-12-31 00:00:00,501201006,72630.4,
中国,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,501201009,17114.71,,
中国,Gross national savings:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,501201013,44.531,,
中国,Inflation, end of period consumer prices,2022-10-11 00:00:00,2020-12-31 00:00:00,501201017,-0.305,
美国,Gross domestic product, constant prices,2022-10-11 00:00:00,2020-12-31 00:00:00,500101000,18384.7,
美国,Unemployment rate,2022-10-11 00:00:00,2020-12-31 00:00:00,500101023,8.092,,
美国,General government primary net lending/borrowing,2022-10-11 00:00:00,2020-12-31 00:00:00,500101033,-2585.79,,
美国,General government gross debt,2022-10-11 00:00:00,2020-12-31 00:00:00,500101037,28110.5,,
美国,General government gross debt:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,500101038,134.54,,
美国,Current account balance,2022-10-11 00:00:00,2020-12-31 00:00:00,500101040,-619.698,,
美国,Current account balance:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,500101041,-2.966,,
美国,General government primary net lending/borrowing:Percent of GDP,2022-10-11 00:00:00,2020-12-31 00:00:00,500101034,-12.376,,
美国,Gross domestic product corresponding to fiscal year, current prices,2022-10-11 00:00:00,2020-12-31 00:00:00,500101039,20893.75,
俄罗斯联邦,Implied PPP conversion rate,2022-10-11 00:00:00,2021-12-31 00:00:00,500901011,29.152,,
俄罗斯联邦,Total investment:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500901012,22.422,,
俄罗斯联邦,Inflation, average consumer prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500901014,131.573,
俄罗斯联邦,Inflation, average consumer prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500901015,6.694,
俄罗斯联邦,Inflation, end of period consumer prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500901016,132.0,
俄罗斯联邦,Volume of imports of goods and services,2022-10-11 00:00:00,2021-12-31 00:00:00,500901018,14.274,,
俄罗斯联邦,Volume of Imports of goods,2022-10-11 00:00:00,2021-12-31 00:00:00,500901019,14.686,,
俄罗斯联邦,Volume of exports of goods and services,2022-10-11 00:00:00,2021-12-31 00:00:00,500901020,2.479,,
俄罗斯联邦,Unemployment rate,2022-10-11 00:00:00,2021-12-31 00:00:00,500901022,4.825,,
俄罗斯联邦,Population,2022-10-11 00:00:00,2021-12-31 00:00:00,500901023,145.558,,
俄罗斯联邦,General government revenue,2022-10-11 00:00:00,2021-12-31 00:00:00,500901024,48118.42,,
俄罗斯联邦,General government revenue:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500901025,36.727,,
俄罗斯联邦,General government total expenditure,2022-10-11 00:00:00,2021-12-31 00:00:00,500901026,47072.61,,
俄罗斯联邦,General government net lending/borrowing,2022-10-11 00:00:00,2021-12-31 00:00:00,500901028,1045.81,,
俄罗斯联邦,General government net lending/borrowing:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500901029,0.798,,
俄罗斯联邦,General government structural balance,2022-10-11 00:00:00,2021-12-31 00:00:00,500901030,671.971,,
俄罗斯联邦,General government structural balance:Percent of potential GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500901031,0.515,,
俄罗斯联邦,General government primary net lending/borrowing,2022-10-11 00:00:00,2021-12-31 00:00:00,500901032,1498.1,,
俄罗斯联邦,General government primary net lending/borrowing:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500901033,1.143,,
俄罗斯联邦,General government gross debt,2022-10-11 00:00:00,2021-12-31 00:00:00,500901034,22262.83,,
俄罗斯联邦,General government gross debt:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500901035,16.993,,
俄罗斯联邦,Gross domestic product corresponding to fiscal year, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500901036,131015.0,
俄罗斯联邦,Current account balance,2022-10-11 00:00:00,2021-12-31 00:00:00,500901037,122.27,,
俄罗斯联邦,Current account balance:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500901038,6.875,,
中国,General government revenue,2022-10-11 00:00:00,2021-12-31 00:00:00,501201024,30452.69,,
中国,General government revenue:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,501201025,26.612,,
中国,General government total expenditure,2022-10-11 00:00:00,2021-12-31 00:00:00,501201026,37434.74,,
中国,General government total expenditure:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,501201027,32.713,,
中国,General government net lending/borrowing,2022-10-11 00:00:00,2021-12-31 00:00:00,501201028,-6982.05,,
中国,General government net lending/borrowing:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,501201029,-6.101,,
中国,General government structural balance,2022-10-11 00:00:00,2021-12-31 00:00:00,501201030,-6435.51,,
中国,General government structural balance:Percent of potential GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,501201031,-5.542,,
中国,General government primary net lending/borrowing,2022-10-11 00:00:00,2021-12-31 00:00:00,501201032,-5936.45,,
中国,General government primary net lending/borrowing:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,501201033,-5.188,,
中国,General government gross debt,2022-10-11 00:00:00,2021-12-31 00:00:00,501201034,81797.33,,
中国,General government gross debt:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,501201035,71.48,,
中国,Gross domestic product corresponding to fiscal year, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,501201036,114433.7,
中国,Current account balance,2022-10-11 00:00:00,2021-12-31 00:00:00,501201037,317.301,,
中国,Current account balance:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,501201038,1.788,,
中国,Gross domestic product, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,501201002,114433.7,
中国,Gross domestic product per capita, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,501201006,81009.28,
中国,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,501201009,19259.59,,
中国,Gross national savings:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,501201013,44.37,,
中国,Inflation, end of period consumer prices,2022-10-11 00:00:00,2021-12-31 00:00:00,501201017,1.756,
美国,Gross domestic product, constant prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500101000,19427.3,
美国,Unemployment rate,2022-10-11 00:00:00,2021-12-31 00:00:00,500101023,5.358,,
美国,General government primary net lending/borrowing,2022-10-11 00:00:00,2021-12-31 00:00:00,500101033,-1928.78,,
美国,General government gross debt,2022-10-11 00:00:00,2021-12-31 00:00:00,500101037,29463.73,,
美国,General government gross debt:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500101038,128.125,,
美国,Current account balance,2022-10-11 00:00:00,2021-12-31 00:00:00,500101040,-846.354,,
美国,Current account balance:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500101041,-3.68,,
美国,General government primary net lending/borrowing:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500101034,-8.387,,
美国,Gross domestic product corresponding to fiscal year, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500101039,22996.08,
俄罗斯联邦,Volume of exports of goods,2022-10-11 00:00:00,2021-12-31 00:00:00,500901021,0.488,,
俄罗斯联邦,General government total expenditure:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500901027,35.929,,
俄罗斯联邦,Gross domestic product per capita, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500901006,900087.94,
俄罗斯联邦,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500901009,30875.82,,
俄罗斯联邦,Gross national savings:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500901013,29.297,,
俄罗斯联邦,Inflation, end of period consumer prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500901017,8.393,
俄罗斯联邦,Gross domestic product, constant prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500901000,93391.3,
中国,Gross domestic product, constant prices,2022-10-11 00:00:00,2021-12-31 00:00:00,501201000,98847.3,
中国,Gross domestic product, constant prices:%,2022-10-11 00:00:00,2021-12-31 00:00:00,501201001,8.08,
中国,Gross domestic product, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,501201003,17744.64,
中国,Gross domestic product, deflator,2022-10-11 00:00:00,2021-12-31 00:00:00,501201004,115.768,
中国,Gross domestic product per capita, constant prices,2022-10-11 00:00:00,2021-12-31 00:00:00,501201005,69975.43,
中国,Gross domestic product per capita, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,501201007,12561.69,
中国,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,501201008,27206.09,,
中国,Gross domestic product based on purchasing-power-parity (PPP) share of world total,2022-10-11 00:00:00,2021-12-31 00:00:00,501201010,18.557,,
中国,Implied PPP conversion rate,2022-10-11 00:00:00,2021-12-31 00:00:00,501201011,4.206,,
中国,Total investment:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,501201012,42.582,,
中国,Inflation, average consumer prices,2022-10-11 00:00:00,2021-12-31 00:00:00,501201014,112.397,
中国,Inflation, average consumer prices,2022-10-11 00:00:00,2021-12-31 00:00:00,501201015,0.853,
中国,Inflation, end of period consumer prices,2022-10-11 00:00:00,2021-12-31 00:00:00,501201016,112.997,
中国,Volume of imports of goods and services,2022-10-11 00:00:00,2021-12-31 00:00:00,501201018,9.969,,
中国,Volume of Imports of goods,2022-10-11 00:00:00,2021-12-31 00:00:00,501201019,10.483,,
中国,Volume of exports of goods and services,2022-10-11 00:00:00,2021-12-31 00:00:00,501201020,17.375,,
中国,Volume of exports of goods,2022-10-11 00:00:00,2021-12-31 00:00:00,501201021,15.958,,
中国,Unemployment rate,2022-10-11 00:00:00,2021-12-31 00:00:00,501201022,3.96,,
中国,Population,2022-10-11 00:00:00,2021-12-31 00:00:00,501201023,1412.6,,
美国,Gross domestic product, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500101003,22996.08,
美国,Gross domestic product per capita, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500101007,69227.11,
美国,Gross domestic product, constant prices:%,2022-10-11 00:00:00,2021-12-31 00:00:00,500101001,5.671,
美国,Gross domestic product, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500101002,22996.08,
美国,Gross domestic product, deflator,2022-10-11 00:00:00,2021-12-31 00:00:00,500101004,118.37,
美国,Gross domestic product per capita, constant prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500101005,58483.71,
美国,Gross domestic product per capita, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500101006,69227.11,
美国,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500101009,22996.08,,
美国,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500101010,69227.11,,
美国,Gross domestic product based on purchasing-power-parity (PPP) share of world total,2022-10-11 00:00:00,2021-12-31 00:00:00,500101011,15.685,,
美国,Implied PPP conversion rate,2022-10-11 00:00:00,2021-12-31 00:00:00,500101012,1.0,,
美国,Total investment:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500101013,21.405,,
美国,Gross national savings:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500101014,20.127,,
美国,Inflation, average consumer prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500101015,270.965,
美国,Inflation, average consumer prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500101016,4.685,
美国,Inflation, end of period consumer prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500101017,281.511,
美国,Inflation, end of period consumer prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500101018,7.364,
美国,Volume of imports of goods and services,2022-10-11 00:00:00,2021-12-31 00:00:00,500101019,14.02,,
美国,Volume of Imports of goods,2022-10-11 00:00:00,2021-12-31 00:00:00,500101020,14.554,,
美国,Volume of exports of goods and services,2022-10-11 00:00:00,2021-12-31 00:00:00,500101021,4.526,,
美国,Volume of exports of goods,2022-10-11 00:00:00,2021-12-31 00:00:00,500101022,7.585,,
美国,Population,2022-10-11 00:00:00,2021-12-31 00:00:00,500101024,332.183,,
美国,General government revenue,2022-10-11 00:00:00,2021-12-31 00:00:00,500101025,7234.08,,
美国,General government revenue:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500101026,31.458,,
美国,General government total expenditure,2022-10-11 00:00:00,2021-12-31 00:00:00,500101027,9742.14,,
美国,General government total expenditure:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500101028,42.364,,
美国,General government net lending/borrowing,2022-10-11 00:00:00,2021-12-31 00:00:00,500101029,-2508.07,,
美国,General government net lending/borrowing:Percent of GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500101030,-10.906,,
美国,General government structural balance,2022-10-11 00:00:00,2021-12-31 00:00:00,500101031,-2174.94,,
美国,General government structural balance:Percent of potential GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500101032,-9.509,,
俄罗斯联邦,Gross domestic product, constant prices:%,2022-10-11 00:00:00,2021-12-31 00:00:00,500901001,4.749,
俄罗斯联邦,Gross domestic product, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500901002,131015.0,
俄罗斯联邦,Gross domestic product, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500901003,1778.53,
俄罗斯联邦,Gross domestic product, deflator,2022-10-11 00:00:00,2021-12-31 00:00:00,500901004,140.286,
俄罗斯联邦,Gross domestic product per capita, constant prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500901005,641608.84,
俄罗斯联邦,Gross domestic product per capita, current prices,2022-10-11 00:00:00,2021-12-31 00:00:00,500901007,12218.7,
俄罗斯联邦,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2022-10-11 00:00:00,2021-12-31 00:00:00,500901008,4494.22,,
俄罗斯联邦,Gross domestic product based on purchasing-power-parity (PPP) share of world total,2022-10-11 00:00:00,2021-12-31 00:00:00,500901010,3.065,,
,,,,,,,
